Telstra ID,Ticket Type,Cycle Status,Service,Assignment Group,Reporting Region,Priority,CEC,Open Date Time,Assignee,Resolved/Closed Date,Category,Status,Parent ID,Site Name,Update Time,Known Error
PRB-0075,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,North West,2,JD18,29/3/2022,,,Problem,Open,,,01/04/2022 00:00,FALSE
PRB-0076,Problem,Suspended,Mobile,PROCESS VIDEO SERVICES,Unknown,3,ZX11,31/3/2022,,12/9/2022 12:29,Problem,Closed,,0,12/09/2022 12:29,FALSE
PRB-0077,Problem,Suspended,Video,PROCESS VIDEO SERVICES,North West,4,5AD,3/4/2022,John Doe,,Problem,Open,,0,26/04/2022 00:00,FALSE
PRB-0078,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,Unknown,3,5AD,5/4/2022,Jane.Doe@domain.com,14/9/2022 0:29,Problem,Closed,,Site Name 17,14/09/2022 00:29,FALSE
PRB-0079,Problem,Suspended,Mobile,PROCESS VOICE SERVICES,North West,,ZX11,7/4/2022,Jane Doe,,Problem,Open,,Site Name 18,29/04/2022 00:00,FALSE
PRB-0080,Problem,Suspended,Video,PROCESS MOBILES SERVCES,Unknown,,JD18,9/4/2022,John.Doe@domain.com,,Problem,Open,,Site Name 19,28/04/2022 00:00,FALSE
PRB-0081,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,North West,3,9GF,12/4/2022,Jane Doe,15/9/2022 12:29,Problem,Closed,,Site Name 18,15/09/2022 12:29,FALSE
PRB-0082,Problem,Suspended,Mobile,PROCESS MOBILES SERVCES,Unknown,4,ZX2,14/4/2022,Jane.Doe@domain.com,,Problem,Open,,Site Name 17,28/04/2022 00:00,FALSE
PRB-0083,Problem,Suspended,Video,PROCESS VIDEO SERVICES,North West,3,ZX2,16/4/2022,Jane Doe,17/9/2022 0:29,Problem,Closed,,,17/09/2022 00:29,FALSE
PRB-0084,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,Unknown,2,JD18,18/4/2022,Jane.Doe@domain.com,,Problem,Open,,,28/04/2022 00:00,FALSE
PRB-0085,Problem,Suspended,Mobile,PROCESS MOBILES SERVCES,North West,2,5AD,21/4/2022,Jane Doe,,Problem,Open,,,30/04/2022 00:00,FALSE
PRB-0086,Problem,Suspended,Video,PROCESS VOICE SERVICES,Unknown,3,ZX2,23/4/2022,,18/9/2022 12:29,Problem,Closed,,0,18/09/2022 12:29,FALSE
PRB-0087,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,North West,3,JD18,25/4/2022,,,Problem,Open,,0,26/04/2022 00:00,FALSE
PRB-0088,Problem,Suspended,Mobile,PROCESS VOICE SERVICES,Unknown,4,ZX2,27/4/2022,Jane.Doe@domain.com,20/9/2022 0:29,Problem,Closed,,Site Name 18,20/09/2022 00:29,FALSE
PRB-0089,Problem,Suspended,Video,PROCESS VOICE SERVICES,North West,2,9GF,30/4/2022,Jane Doe,,Problem,Open,,Site Name 19,18/05/2022 00:00,FALSE
PRB-0090,Problem,Suspended,Voice,PROCESS VIDEO SERVICES,Unknown,4,JD19,2/5/2022,Jane.Doe@domain.com,,Problem,Open,,Site Name 20,25/05/2022 00:00,FALSE
PRB-0091,Problem,Suspended,Mobile,PROCESS MOBILES SERVCES,North West,,ZX12,4/5/2022,Jane Doe,21/9/2022 12:29,Problem,Closed,,Site Name 19,21/09/2022 12:29,FALSE
PRB-0120,Problem,Suspended,Video,PROCESS VIDEO SERVICES,North West,,5AD,1/1/2022,,20/8/2022 0:29,Problem,Closed,,Site Name 18,20/08/2022 00:29,FALSE
PRB-0125,Problem,Suspended,Voice,PROCESS VIDEO SERVICES,Unknown,4,5AD,3/1/2022,,,Problem,Open,,,22/01/2022 00:00,FALSE
PRB-0130,Problem,Suspended,Mobile,PROCESS MOBILES SERVCES,North West,2,ZX12,6/1/2022,John Doe,,Problem,Open,,,10/01/2022 00:00,FALSE
PRB-0135,Problem,Suspended,Video,PROCESS VOICE SERVICES,Unknown,4,JD19,8/1/2022,Jane.Doe@domain.com,21/8/2022 12:29,Problem,Closed,,,21/08/2022 12:29,FALSE
CH-0001,Ch - Task,Opened,Voice,PROCESS MOBILES SERVCES,North East,3,9GF,22/2/2022,Jane Doe,,Change,Open,,0,13/03/2022 00:00,
CH-0003,Ch - Emergency,Opened,Mobile,PROCESS MOBILES SERVCES,North East,3,ZX2,24/2/2022,John.Doe@domain.com,4/9/2022 11:17,Change,Closed,,0,04/09/2022 11:17,
CH-0006,Ch - Normal,Opened,Video,PROCESS MOBILES SERVCES,South West,4,ZX2,25/2/2022,Jane Doe,3/9/2022 12:29,Change,Closed,,Site Name 19,03/09/2022 12:29,
CH-0008,Ch - Service Request,Opened,Voice,PROCESS VIDEO SERVICES,South West,4,JD19,26/2/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 20,18/03/2022 00:00,
CH-0011,Ch - Emergency,Opened,Mobile,PROCESS MOBILES SERVCES,North East,2,5AD,27/2/2022,Jane Doe,4/9/2022 17:17,Change,Closed,,Site Name 21,04/09/2022 17:17,
CH-0013,Ch - Task,Opened,Video,PROCESS MOBILES SERVCES,North East,3,ZX2,28/2/2022,Jane.Doe@domain.com,4/9/2022 12:29,Change,Closed,,Site Name 20,04/09/2022 12:29,
CH-0016,Ch - Service Request,Opened,Voice,PROCESS VOICE SERVICES,South West,2,JD19,1/3/2022,Jane Doe,,Change,Open,,Site Name 19,13/03/2022 00:00,
CH-0018,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,South West,,ZX2,3/3/2022,,5/9/2022 17:17,Change,Closed,,,05/09/2022 17:17,
CH-0021,Ch - Task,Opened,Video,PROCESS VOICE SERVICES,North East,,9GF,3/3/2022,,6/9/2022 11:17,Change,Closed,,,06/09/2022 11:17,
CH-0023,Ch - Emergency,Opened,Voice,PROCESS VOICE SERVICES,North East,2,JD20,5/3/2022,Jane.Doe@domain.com,,Change,Open,,,09/03/2022 00:00,
CH-0026,Ch - Normal,Opened,Mobile,PROCESS VIDEO SERVICES,South West,3,ZX13,6/3/2022,Jane Doe,,Change,Open,,0,15/03/2022 00:00,
CH-0028,Ch - Service Request,Opened,Video,PROCESS MOBILES SERVCES,South West,2,5AD,7/3/2022,Jane.Doe@domain.com,7/9/2022 11:17,Change,Closed,,0,07/09/2022 11:17,
CH-0031,Ch - Emergency,Opened,Voice,PROCESS VIDEO SERVICES,North East,4,5AD,8/3/2022,Jane Doe,6/9/2022 12:29,Change,Closed,,Site Name 20,06/09/2022 12:29,
CH-0033,Ch - Task,Opened,Mobile,PROCESS VIDEO SERVICES,North East,4,ZX13,9/3/2022,,,Change,Open,,Site Name 21,22/03/2022 00:00,
CH-0036,Ch - Service Request,Opened,Video,PROCESS MOBILES SERVCES,South West,2,JD20,10/3/2022,,7/9/2022 17:17,Change,Closed,,Site Name 22,07/09/2022 17:17,
CH-0038,Ch - Normal,Opened,Voice,PROCESS VOICE SERVICES,South West,2,9GF,12/3/2022,John Doe,7/9/2022 12:29,Change,Closed,,Site Name 21,07/09/2022 12:29,
CH-0041,Ch - Task,Opened,Mobile,PROCESS MOBILES SERVCES,North East,3,ZX2,12/3/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 20,19/03/2022 00:00,
CH-0043,Ch - Emergency,Opened,Video,PROCESS MOBILES SERVCES,North East,4,ZX2,14/3/2022,Jane Doe,8/9/2022 17:17,Change,Closed,,,08/09/2022 17:17,
CH-0046,Ch - Normal,Opened,Voice,PROCESS MOBILES SERVCES,South West,3,JD20,15/3/2022,John.Doe@domain.com,9/9/2022 11:17,Change,Closed,,,09/09/2022 11:17,
CH-0048,Ch - Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,South West,,5AD,16/3/2022,Jane Doe,,Change,Open,,,04/04/2022 00:00,
CH-0051,Ch - Emergency,Opened,Video,PROCESS MOBILES SERVCES,North East,,ZX2,17/3/2022,Jane.Doe@domain.com,,Change,Open,,0,24/03/2022 00:00,
CH-0053,Ch - Task,Opened,Voice,PROCESS MOBILES SERVCES,North East,3,JD20,18/3/2022,Jane Doe,10/9/2022 11:17,Change,Closed,,0,10/09/2022 11:17,
CH-0056,Ch - Service Request,Opened,Mobile,PROCESS VOICE SERVICES,South West,4,ZX2,19/3/2022,Jane.Doe@domain.com,9/9/2022 12:29,Change,Closed,,Site Name 21,09/09/2022 12:29,
CH-0058,Ch - Normal,Opened,Video,PROCESS MOBILES SERVCES,South West,3,9GF,21/3/2022,Jane Doe,,Change,Open,,Site Name 22,29/03/2022 00:00,
CH-0061,Ch - Task,Opened,Voice,PROCESS VOICE SERVICES,North East,2,JD21,21/3/2022,,10/9/2022 17:17,Change,Closed,,Site Name 23,10/09/2022 17:17,
CH-0063,Ch - Emergency,Opened,Mobile,PROCESS VOICE SERVICES,North East,2,ZX14,23/3/2022,,10/9/2022 12:29,Change,Closed,,Site Name 22,10/09/2022 12:29,
CH-0066,Ch - Normal,Opened,Video,PROCESS VIDEO SERVICES,South West,3,5AD,24/3/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 21,30/03/2022 00:00,
CH-0068,Ch - Service Request,Opened,Voice,PROCESS MOBILES SERVCES,South West,3,5AD,25/3/2022,Jane Doe,11/9/2022 17:17,Change,Closed,,,11/09/2022 17:17,
CH-0071,Ch - Emergency,Opened,Mobile,PROCESS VIDEO SERVICES,North East,4,ZX14,26/3/2022,Jane.Doe@domain.com,12/9/2022 11:17,Change,Closed,,,12/09/2022 11:17,
CH-0073,Ch - Task,Opened,Video,PROCESS VIDEO SERVICES,North East,2,JD21,27/3/2022,Jane Doe,,Change,Open,,,29/03/2022 00:00,
CH-0076,Ch - Service Request,Opened,Voice,PROCESS MOBILES SERVCES,South West,4,9GF,28/3/2022,,,Change,Open,,0,07/04/2022 00:00,
CH-0078,Ch - Normal,Opened,Mobile,PROCESS VOICE SERVICES,South West,,ZX2,30/3/2022,,13/9/2022 11:17,Change,Closed,,0,13/09/2022 11:17,
CH-0081,Ch - Task,Opened,Video,PROCESS MOBILES SERVCES,North East,,ZX2,30/3/2022,John Doe,12/9/2022 12:29,Change,Closed,,Site Name 22,12/09/2022 12:29,
CH-0083,Ch - Emergency,Opened,Voice,PROCESS MOBILES SERVCES,North East,4,JD21,1/4/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 23,09/04/2022 00:00,
CH-0086,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,South West,2,5AD,2/4/2022,Jane Doe,13/9/2022 17:17,Change,Closed,,Site Name 24,13/09/2022 17:17,
CH-0088,Ch - Service Request,Opened,Video,PROCESS VIDEO SERVICES,South West,4,ZX2,3/4/2022,John.Doe@domain.com,13/9/2022 12:29,Change,Closed,,Site Name 23,13/09/2022 12:29,
CH-0091,Ch - Emergency,Opened,Voice,PROCESS MOBILES SERVCES,North East,3,JD21,4/4/2022,Jane Doe,,Change,Open,,Site Name 22,21/04/2022 00:00,
CH-0093,Ch - Task,Opened,Mobile,PROCESS MOBILES SERVCES,North East,3,ZX2,5/4/2022,Jane.Doe@domain.com,14/9/2022 17:17,Change,Closed,,,14/09/2022 17:17,
CH-0096,Ch - Service Request,Opened,Video,PROCESS VOICE SERVICES,South West,4,9GF,6/4/2022,Jane Doe,15/9/2022 11:17,Change,Closed,,,15/09/2022 11:17,
CH-0098,Ch - Normal,Opened,Voice,PROCESS MOBILES SERVCES,South West,4,JD22,8/4/2022,Jane.Doe@domain.com,,Change,Open,,,10/04/2022 00:00,
CH-0101,Ch - Task,Opened,Mobile,PROCESS VOICE SERVICES,North East,2,ZX15,8/4/2022,Jane Doe,,Change,Open,,0,20/04/2022 00:00,
CH-0105,Ch - Task,Opened,Video,PROCESS VOICE SERVICES,North East,3,5AD,10/4/2022,,16/9/2022 11:17,Change,Closed,,0,16/09/2022 11:17,
CH-0111,Ch - Emergency,Opened,Voice,PROCESS VIDEO SERVICES,South West,2,5AD,11/4/2022,,15/9/2022 12:29,Change,Closed,,Site Name 23,15/09/2022 12:29,
CH-0115,Ch - Emergency,Opened,Mobile,PROCESS MOBILES SERVCES,South West,,ZX15,12/4/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 24,21/04/2022 00:00,
CH-0121,Ch - Task,Opened,Video,PROCESS VIDEO SERVICES,North East,,JD22,13/4/2022,Jane Doe,16/9/2022 17:17,Change,Closed,,Site Name 25,16/09/2022 17:17,
CH-0125,Ch - Task,Opened,Voice,PROCESS VIDEO SERVICES,North East,2,9GF,14/4/2022,Jane.Doe@domain.com,16/9/2022 12:29,Change,Closed,,Site Name 24,16/09/2022 12:29,
CH-0131,Ch - Emergency,Opened,Mobile,PROCESS MOBILES SERVCES,South West,3,ZX2,15/4/2022,Jane Doe,,Change,Open,,Site Name 23,02/05/2022 00:00,
CH-0135,Ch - Emergency,Opened,Video,PROCESS VOICE SERVICES,South West,2,ZX2,17/4/2022,,17/9/2022 17:17,Change,Closed,,,17/09/2022 17:17,
CH-0141,Ch - Task,Opened,Voice,PROCESS MOBILES SERVCES,North East,4,JD22,17/4/2022,,18/9/2022 11:17,Change,Closed,,,18/09/2022 11:17,
CH-0145,Ch - Task,Opened,Mobile,PROCESS MOBILES SERVCES,North East,4,5AD,19/4/2022,John Doe,,Change,Open,,,29/04/2022 00:00,
CH-0151,Ch - Emergency,Opened,Video,PROCESS MOBILES SERVCES,South West,2,ZX2,20/4/2022,Jane.Doe@domain.com,,Change,Open,,0,04/05/2022 00:00,
CH-0155,Ch - Emergency,Opened,Voice,PROCESS VIDEO SERVICES,South West,2,JD22,21/4/2022,Jane Doe,19/9/2022 11:17,Change,Closed,,0,19/09/2022 11:17,
CH-0161,Ch - Task,Opened,Mobile,PROCESS MOBILES SERVCES,North East,3,ZX2,22/4/2022,John.Doe@domain.com,18/9/2022 12:29,Change,Closed,,Site Name 24,18/09/2022 12:29,
CH-0165,Ch - Task,Opened,Video,PROCESS MOBILES SERVCES,North East,4,9GF,23/4/2022,Jane Doe,,Change,Open,,Site Name 25,13/05/2022 00:00,
CH-0171,Ch - Emergency,Opened,Voice,PROCESS VOICE SERVICES,South West,3,JD23,24/4/2022,Jane.Doe@domain.com,19/9/2022 17:17,Change,Closed,,Site Name 26,19/09/2022 17:17,
CH-0175,Ch - Emergency,Opened,Mobile,PROCESS MOBILES SERVCES,South West,,ZX16,26/4/2022,Joe Blow,19/9/2022 12:29,Change,Closed,,Site Name 25,19/09/2022 12:29,
CH-0181,Ch - Task,Opened,Video,PROCESS VOICE SERVICES,North East,,5AD,26/4/2022,Joe Blow,,Change,Open,,Site Name 24,15/05/2022 00:00,
CH-0185,Ch - Task,Opened,Voice,PROCESS VOICE SERVICES,North East,3,5AD,28/4/2022,Joe Citizen,20/9/2022 17:17,Change,Closed,,,20/09/2022 17:17,
CH-0191,Ch - Emergency,Opened,Mobile,PROCESS VIDEO SERVICES,South West,4,ZX16,29/4/2022,Joe Citizen,21/9/2022 11:17,Change,Closed,,,21/09/2022 11:17,
CH-0195,Ch - Emergency,Opened,Video,PROCESS MOBILES SERVCES,South West,3,JD23,30/4/2022,Joe Citizen,,Change,Open,,,22/05/2022 00:00,
CH-0201,Ch - Task,Opened,Voice,PROCESS VIDEO SERVICES,North East,2,9GF,1/5/2022,Jane.Doe@domain.com,,Change,Open,,0,14/05/2022 00:00,
CH-0205,Ch - Task,Opened,Mobile,PROCESS VIDEO SERVICES,North East,2,ZX2,2/5/2022,Jane Doe,22/9/2022 11:17,Change,Closed,,0,22/09/2022 11:17,
CH-0211,Ch - Emergency,Opened,Video,PROCESS MOBILES SERVCES,South West,3,ZX2,3/5/2022,Jane.Doe@domain.com,21/9/2022 12:29,Change,Closed,,Site Name 25,21/09/2022 12:29,
CH-0215,Ch - Emergency,Opened,Voice,PROCESS VOICE SERVICES,South West,3,JD23,5/5/2022,Jane Doe,,Change,Open,,Site Name 26,20/05/2022 00:00,
CH-0221,Ch - Task,Opened,Mobile,PROCESS MOBILES SERVCES,North East,4,5AD,5/5/2022,,22/9/2022 17:17,Change,Closed,,Site Name 27,22/09/2022 17:17,
CH-0227,Ch - Emergency,Opened,Video,PROCESS MOBILES SERVCES,North East,2,ZX2,2/1/2022,,21/8/2022 11:17,Change,Closed,,Site Name 26,21/08/2022 11:17,
CH-0233,Ch - Task,Opened,Voice,PROCESS MOBILES SERVCES,South West,4,JD23,5/1/2022,John Doe,,Change,Open,,Site Name 25,27/01/2022 00:00,
CH-0239,Ch - Emergency,Opened,Mobile,PROCESS VIDEO SERVICES,North East,,ZX2,7/1/2022,Jane.Doe@domain.com,21/8/2022 12:29,Change,Closed,,,21/08/2022 12:29,
CH-0245,Ch - Task,Opened,Video,PROCESS MOBILES SERVCES,South West,,9GF,9/1/2022,Jane Doe,22/8/2022 17:17,Change,Closed,,,22/08/2022 17:17,
CH-0251,Ch - Emergency,Opened,Voice,PROCESS MOBILES SERVCES,North East,4,JD24,11/1/2022,John.Doe@domain.com,,Change,Open,,,21/01/2022 00:00,
CH-0257,Ch - Task,Opened,Mobile,PROCESS VOICE SERVICES,South West,2,ZX17,14/1/2022,Jane Doe,24/8/2022 11:17,Change,Closed,,0,24/08/2022 11:17,
CH-0263,Ch - Emergency,Opened,Video,PROCESS MOBILES SERVCES,North East,4,5AD,16/1/2022,Jane.Doe@domain.com,,Change,Open,,0,02/02/2022 00:00,
CH-0269,Ch - Task,Opened,Voice,PROCESS VOICE SERVICES,South West,3,5AD,18/1/2022,Jane Doe,24/8/2022 12:29,Change,Closed,,Site Name 26,24/08/2022 12:29,
CH-0275,Ch - Emergency,Opened,Mobile,PROCESS VOICE SERVICES,North East,3,ZX17,20/1/2022,Jane.Doe@domain.com,25/8/2022 17:17,Change,Closed,,Site Name 27,25/08/2022 17:17,
CH-0281,Ch - Task,Opened,Video,PROCESS VIDEO SERVICES,South West,4,JD24,23/1/2022,Jane Doe,,Change,Open,,Site Name 28,11/02/2022 00:00,
CH-0287,Ch - Emergency,Opened,Voice,PROCESS MOBILES SERVCES,North East,4,9GF,25/1/2022,,27/8/2022 11:17,Change,Closed,,Site Name 27,27/08/2022 11:17,
CH-0293,Ch - Task,Opened,Mobile,PROCESS VIDEO SERVICES,South West,2,ZX2,27/1/2022,,,Change,Open,,Site Name 26,19/02/2022 00:00,
CH-0299,Ch - Emergency,Opened,Video,PROCESS VIDEO SERVICES,North East,3,ZX2,29/1/2022,Jane.Doe@domain.com,27/8/2022 12:29,Change,Closed,,,27/08/2022 12:29,
CH-0305,Ch - Task,Opened,Voice,PROCESS MOBILES SERVCES,South West,2,JD24,1/2/2022,Jane Doe,28/8/2022 17:17,Change,Closed,,,28/08/2022 17:17,
CH-0311,Ch - Emergency,Opened,Mobile,PROCESS VOICE SERVICES,North East,,5AD,3/2/2022,Jane.Doe@domain.com,,Change,Open,,,17/02/2022 00:00,
CH-0317,Ch - Task,Opened,Video,PROCESS MOBILES SERVCES,South West,,ZX2,5/2/2022,Jane Doe,30/8/2022 11:17,Change,Closed,,0,30/08/2022 11:17,
CH-0323,Ch - Emergency,Opened,Voice,PROCESS MOBILES SERVCES,North East,2,JD24,7/2/2022,,,Change,Open,,0,17/02/2022 00:00,
CH-0329,Ch - Task,Opened,Mobile,PROCESS MOBILES SERVCES,South West,3,ZX2,10/2/2022,,30/8/2022 12:29,Change,Closed,,Site Name 27,30/08/2022 12:29,
CH-0335,Ch - Emergency,Opened,Video,PROCESS VIDEO SERVICES,North East,2,9GF,12/2/2022,John Doe,31/8/2022 17:17,Change,Closed,,Site Name 28,31/08/2022 17:17,
CH-0341,Ch - Task,Opened,Voice,PROCESS MOBILES SERVCES,South West,4,JD25,14/2/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 29,27/02/2022 00:00,
CH-0347,Ch - Emergency,Opened,Mobile,PROCESS MOBILES SERVCES,North East,4,ZX18,16/2/2022,Jane Doe,2/9/2022 11:17,Change,Closed,,Site Name 28,02/09/2022 11:17,
CH-0353,Ch - Task,Opened,Video,PROCESS VOICE SERVICES,South West,2,5AD,19/2/2022,John.Doe@domain.com,,Change,Open,,Site Name 27,28/02/2022 00:00,
CH-0359,Ch - Emergency,Opened,Voice,PROCESS MOBILES SERVCES,North East,2,5AD,21/2/2022,Jane Doe,2/9/2022 12:29,Change,Closed,,,02/09/2022 12:29,
CH-0365,Ch - Task,Opened,Mobile,PROCESS VOICE SERVICES,South West,3,ZX18,23/2/2022,Jane.Doe@domain.com,3/9/2022 17:17,Change,Closed,,,03/09/2022 17:17,
CH-0371,Ch - Emergency,Opened,Video,PROCESS VOICE SERVICES,North East,4,JD25,25/2/2022,Jane Doe,,Change,Open,,,28/02/2022 00:00,
CH-0377,Ch - Task,Opened,Voice,PROCESS VIDEO SERVICES,South West,3,9GF,28/2/2022,Jane.Doe@domain.com,5/9/2022 11:17,Change,Closed,,0,05/09/2022 11:17,
CH-0383,Ch - Emergency,Opened,Mobile,PROCESS MOBILES SERVCES,North East,,ZX2,2/3/2022,Jane Doe,,Change,Open,,0,21/03/2022 00:00,
CH-0389,Ch - Task,Opened,Video,PROCESS VIDEO SERVICES,South West,,ZX2,4/3/2022,,5/9/2022 12:29,Change,Closed,,Site Name 28,05/09/2022 12:29,
CH-0395,Ch - Emergency,Opened,Voice,PROCESS VIDEO SERVICES,North East,3,JD25,6/3/2022,,6/9/2022 17:17,Change,Closed,,Site Name 29,06/09/2022 17:17,
CH-0401,Ch - Task,Opened,Mobile,PROCESS MOBILES SERVCES,South West,4,5AD,9/3/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 30,28/03/2022 00:00,
CH-0407,Ch - Emergency,Opened,Video,PROCESS VOICE SERVICES,North East,3,ZX2,11/3/2022,Jane Doe,8/9/2022 11:17,Change,Closed,,Site Name 29,08/09/2022 11:17,
CH-0413,Ch - Task,Opened,Voice,PROCESS MOBILES SERVCES,South West,2,JD25,13/3/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 28,24/03/2022 00:00,
CH-0419,Ch - Emergency,Opened,Mobile,PROCESS MOBILES SERVCES,North East,2,ZX2,15/3/2022,Jane Doe,8/9/2022 12:29,Change,Closed,,,08/09/2022 12:29,
CH-0425,Ch - Task,Opened,Video,PROCESS MOBILES SERVCES,South West,3,9GF,18/3/2022,,9/9/2022 17:17,Change,Closed,,,09/09/2022 17:17,
CH-0431,Ch - Emergency,Opened,Voice,PROCESS VIDEO SERVICES,North East,3,JD26,20/3/2022,,,Change,Open,,,25/03/2022 00:00,
CH-0437,Ch - Task,Opened,Mobile,PROCESS MOBILES SERVCES,South West,4,ZX19,22/3/2022,John Doe,11/9/2022 11:17,Change,Closed,,0,11/09/2022 11:17,
CH-0443,Ch - Emergency,Opened,Video,PROCESS MOBILES SERVCES,North East,2,5AD,24/3/2022,Jane.Doe@domain.com,,Change,Open,,0,08/04/2022 00:00,
CH-0449,Ch - Task,Opened,Voice,PROCESS VOICE SERVICES,South West,4,5AD,27/3/2022,Jane Doe,11/9/2022 12:29,Change,Closed,,Site Name 29,11/09/2022 12:29,
CH-0455,Ch - Emergency,Opened,Mobile,PROCESS MOBILES SERVCES,North East,,ZX19,29/3/2022,John.Doe@domain.com,12/9/2022 17:17,Change,Closed,,Site Name 30,12/09/2022 17:17,
CH-0461,Ch - Task,Opened,Video,PROCESS VOICE SERVICES,South West,,JD26,31/3/2022,Jane Doe,,Change,Open,,Site Name 31,16/04/2022 00:00,
CH-0467,Ch - Emergency,Opened,Voice,PROCESS VOICE SERVICES,North East,4,9GF,2/4/2022,Jane.Doe@domain.com,14/9/2022 11:17,Change,Closed,,Site Name 30,14/09/2022 11:17,
CH-0473,Ch - Task,Opened,Mobile,PROCESS VIDEO SERVICES,South West,2,ZX2,5/4/2022,Jane Doe,,Change,Open,,Site Name 29,12/04/2022 00:00,
CH-0479,Ch - Emergency,Opened,Video,PROCESS MOBILES SERVCES,North East,4,ZX2,7/4/2022,Jane.Doe@domain.com,14/9/2022 12:29,Change,Closed,,,14/09/2022 12:29,
CH-0485,Ch - Task,Opened,Voice,PROCESS VIDEO SERVICES,South West,3,JD26,9/4/2022,Jane Doe,15/9/2022 17:17,Change,Closed,,,15/09/2022 17:17,
CH-0491,Ch - Emergency,Opened,Mobile,PROCESS VIDEO SERVICES,North East,3,5AD,11/4/2022,,,Change,Open,,,28/04/2022 00:00,
CH-0497,Ch - Task,Opened,Video,PROCESS MOBILES SERVCES,South West,4,ZX2,14/4/2022,,17/9/2022 11:17,Change,Closed,,0,17/09/2022 11:17,
INC-0237,Incident,Opened,Voice,PROCESS VOICE SERVICES,North East,4,JD26,8/1/2022,Jane.Doe@domain.com,,Incident,Open,,0,12/01/2022 00:00,
INC-0239,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,North East,2,ZX2,10/1/2022,Jane Doe,23/8/2022 11:17,Incident,Closed,,Site Name 30,23/08/2022 11:17,
INC-0242,Incident,Opened,Video,PROCESS MOBILES SERVCES,South West,3,9GF,11/1/2022,Jane.Doe@domain.com,22/8/2022 12:29,Incident,Closed,,Site Name 31,22/08/2022 12:29,
INC-0244,Incident,Opened,Voice,PROCESS MOBILES SERVCES,South West,2,JD27,12/1/2022,Joe Blow,,Incident,Open,,Site Name 32,13/01/2022 00:00,
INC-0247,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,North East,,ZX20,13/1/2022,Joe Blow,23/8/2022 17:17,Incident,Closed,,Site Name 31,23/08/2022 17:17,
INC-0249,Incident,Opened,Video,PROCESS MOBILES SERVCES,North East,,5AD,14/1/2022,Joe Citizen,23/8/2022 12:29,Incident,Closed,,Site Name 30,23/08/2022 12:29,
INC-0252,Incident,Opened,Voice,PROCESS MOBILES SERVCES,South West,2,5AD,15/1/2022,Joe Citizen,,Incident,Open,,,31/01/2022 00:00,
INC-0254,Incident,Opened,Mobile,PROCESS VOICE SERVICES,South West,3,ZX20,17/1/2022,Joe Citizen,24/8/2022 17:17,Incident,Closed,,,24/08/2022 17:17,
INC-0257,Incident,Opened,Video,PROCESS MOBILES SERVCES,North East,2,JD27,17/1/2022,Jane Doe,25/8/2022 11:17,Incident,Closed,,,25/08/2022 11:17,
INC-0259,Incident,Opened,Voice,PROCESS VOICE SERVICES,North East,4,9GF,19/1/2022,John.Doe@domain.com,,Incident,Open,,0,28/01/2022 00:00,
INC-0262,Incident,Opened,Mobile,PROCESS VOICE SERVICES,South West,4,ZX2,20/1/2022,Jane Doe,,Incident,Open,,0,22/01/2022 00:00,
INC-0264,Incident,Opened,Video,PROCESS VIDEO SERVICES,South West,2,ZX2,21/1/2022,Jane.Doe@domain.com,26/8/2022 11:17,Incident,Closed,,Site Name 31,26/08/2022 11:17,
INC-0267,Incident,Opened,Voice,PROCESS MOBILES SERVCES,North East,2,JD27,22/1/2022,Jane Doe,25/8/2022 12:29,Incident,Closed,,Site Name 32,25/08/2022 12:29,
INC-0269,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,North East,3,5AD,23/1/2022,Jane.Doe@domain.com,,Incident,Open,,Site Name 33,29/01/2022 00:00,
INC-0272,Incident,Opened,Video,PROCESS VIDEO SERVICES,South West,4,ZX2,24/1/2022,Jane Doe,26/8/2022 17:17,Incident,Closed,,Site Name 32,26/08/2022 17:17,
INC-0274,Incident,Opened,Voice,PROCESS MOBILES SERVCES,South West,3,JD27,26/1/2022,,26/8/2022 12:29,Incident,Closed,,Site Name 31,26/08/2022 12:29,
INC-0277,Incident,Opened,Mobile,PROCESS VOICE SERVICES,North East,,ZX2,26/1/2022,,,Incident,Open,,,30/01/2022 00:00,
INC-0279,Incident,Opened,Video,PROCESS MOBILES SERVCES,North East,,9GF,28/1/2022,Jane.Doe@domain.com,27/8/2022 17:17,Incident,Closed,,,27/08/2022 17:17,
